product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,source_record_number,product_name_lenght_raw,product_name_lenght_missing,product_name_lenght_invalid,product_description_lenght_raw,product_description_lenght_missing,product_description_lenght_invalid,product_photos_qty_raw,product_photos_qty_missing,product_photos_qty_invalid,product_weight_g_raw,product_weight_g_missing,product_weight_g_invalid,product_length_cm_raw,product_length_cm_missing,product_length_cm_invalid,product_height_cm_raw,product_height_cm_missing,product_height_cm_invalid,product_width_cm_raw,product_width_cm_missing,product_width_cm_invalid,missing_key,duplicate_key,product_category_name_english,category_status,category_display,category_missing,category_untranslated,product_weight_g_nonpositive,product_length_cm_nonpositive,product_height_cm_nonpositive,product_width_cm_nonpositive
b864b103180d5a6a3f830e67f93e8735,bebes,47,980,4,600,70,11,11,44,47,False,False,980,False,False,4,False,False,600,False,False,70,False,False,11,False,False,11,False,False,False,False,baby,matched,baby,False,False,False,False,False,False
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,38,1701,2,11750,18,40,79,45,38,False,False,1701,False,False,2,False,False,11750,False,False,18,False,False,40,False,False,79,False,False,False,False,cool_stuff,matched,cool_stuff,False,False,False,False,False,False
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,20,866,3,2550,22,32,38,46,20,False,False,866,False,False,3,False,False,2550,False,False,22,False,False,32,False,False,38,False,False,False,False,toys,matched,toys,False,False,False,False,False,False
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38,1176,3,15350,47,40,47,47,38,False,False,1176,False,False,3,False,False,15350,False,False,47,False,False,40,False,False,47,False,False,False,False,cool_stuff,matched,cool_stuff,False,False,False,False,False,False
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42,303,2,1300,25,16,25,48,42,False,False,303,False,False,2,False,False,1300,False,False,25,False,False,16,False,False,25,False,False,False,False,furniture_decor,matched,furniture_decor,False,False,False,False,False,False
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,60,1972,2,850,69,11,11,49,60,False,False,1972,False,False,2,False,False,850,False,False,69,False,False,11,False,False,11,False,False,False,False,furniture_decor,matched,furniture_decor,False,False,False,False,False,False
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,60,330,1,1300,19,28,17,50,60,False,False,330,False,False,1,False,False,1300,False,False,19,False,False,28,False,False,17,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,53,3218,5,4800,60,30,15,51,53,False,False,3218,False,False,5,False,False,4800,False,False,60,False,False,30,False,False,15,False,False,False,False,sports_leisure,matched,sports_leisure,False,False,False,False,False,False
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,55,410,2,1300,36,16,24,52,55,False,False,410,False,False,2,False,False,1300,False,False,36,False,False,16,False,False,24,False,False,False,False,cool_stuff,matched,cool_stuff,False,False,False,False,False,False
334479e94cba98064050db1c9636e244,automotivo,57,311,1,220,18,14,17,53,57,False,False,311,False,False,1,False,False,220,False,False,18,False,False,14,False,False,17,False,False,False,False,auto,matched,auto,False,False,False,False,False,False
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,50,509,4,5700,41,17,49,54,50,False,False,509,False,False,4,False,False,5700,False,False,41,False,False,17,False,False,49,False,False,False,False,baby,matched,baby,False,False,False,False,False,False
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,53,1291,2,450,20,40,30,55,53,False,False,1291,False,False,2,False,False,450,False,False,20,False,False,40,False,False,30,False,False,False,False,luggage_accessories,matched,luggage_accessories,False,False,False,False,False,False
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,60,402,2,2000,32,12,37,56,60,False,False,402,False,False,2,False,False,2000,False,False,32,False,False,12,False,False,37,False,False,False,False,fashion_shoes,matched,fashion_shoes,False,False,False,False,False,False
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,51,427,2,100,19,3,11,57,51,False,False,427,False,False,2,False,False,100,False,False,19,False,False,3,False,False,11,False,False,False,False,telephony,matched,telephony,False,False,False,False,False,False
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,58,1252,1,1100,30,20,23,58,58,False,False,1252,False,False,1,False,False,1100,False,False,30,False,False,20,False,False,23,False,False,False,False,cool_stuff,matched,cool_stuff,False,False,False,False,False,False
1065dbb6b0bf03daaedab1236979e296,papelaria,49,488,3,1400,38,40,39,59,49,False,False,488,False,False,3,False,False,1400,False,False,38,False,False,40,False,False,39,False,False,False,False,stationery,matched,stationery,False,False,False,False,False,False
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,50,423,4,250,20,14,12,60,50,False,False,423,False,False,4,False,False,250,False,False,20,False,False,14,False,False,12,False,False,False,False,toys,matched,toys,False,False,False,False,False,False
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47,956,1,1050,25,20,14,61,47,False,False,956,False,False,1,False,False,1050,False,False,25,False,False,20,False,False,14,False,False,False,False,sports_leisure,matched,sports_leisure,False,False,False,False,False,False
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59,144,1,500,24,7,16,62,59,False,False,144,False,False,1,False,False,500,False,False,24,False,False,7,False,False,16,False,False,False,False,stationery,matched,stationery,False,False,False,False,False,False
36555a2f528d7b2a255c504191445d39,beleza_saude,51,1069,1,1467,23,16,20,63,51,False,False,1069,False,False,1,False,False,1467,False,False,23,False,False,16,False,False,20,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,50,554,3,100,16,5,11,64,50,False,False,554,False,False,3,False,False,100,False,False,16,False,False,5,False,False,11,False,False,False,False,fashion_bags_accessories,matched,fashion_bags_accessories,False,False,False,False,False,False
dc21247da0290904ffbbcd5953c76f95,papelaria,41,92,1,100,16,5,16,65,41,False,False,92,False,False,1,False,False,100,False,False,16,False,False,5,False,False,16,False,False,False,False,stationery,matched,stationery,False,False,False,False,False,False
9020ce7adcc384b2899ae87ddc54767b,papelaria,43,198,2,300,23,7,15,66,43,False,False,198,False,False,2,False,False,300,False,False,23,False,False,7,False,False,15,False,False,False,False,stationery,matched,stationery,False,False,False,False,False,False
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,50,255,2,950,60,15,15,67,50,False,False,255,False,False,2,False,False,950,False,False,60,False,False,15,False,False,15,False,False,False,False,sports_leisure,matched,sports_leisure,False,False,False,False,False,False
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,33,200,1,250,17,3,11,68,33,False,False,200,False,False,1,False,False,250,False,False,17,False,False,3,False,False,11,False,False,False,False,garden_tools,matched,garden_tools,False,False,False,False,False,False
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55,1067,1,12000,27,50,53,69,55,False,False,1067,False,False,1,False,False,12000,False,False,27,False,False,50,False,False,53,False,False,False,False,computers,matched,computers,False,False,False,False,False,False
94080f9219044d897195e2be145945dc,automotivo,60,1543,6,921,17,9,16,70,60,False,False,1543,False,False,6,False,False,921,False,False,17,False,False,9,False,False,16,False,False,False,False,auto,matched,auto,False,False,False,False,False,False
d0389f20b3d11de54e1e4561df147683,casa_construcao,55,1441,1,10000,60,25,25,71,55,False,False,1441,False,False,1,False,False,10000,False,False,60,False,False,25,False,False,25,False,False,False,False,home_construction,matched,home_construction,False,False,False,False,False,False
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56,489,2,250,16,11,11,72,56,False,False,489,False,False,2,False,False,250,False,False,16,False,False,11,False,False,11,False,False,False,False,watches_gifts,matched,watches_gifts,False,False,False,False,False,False
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57,992,3,1200,44,20,20,73,57,False,False,992,False,False,3,False,False,1200,False,False,44,False,False,20,False,False,20,False,False,False,False,cool_stuff,matched,cool_stuff,False,False,False,False,False,False
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54,339,1,4800,25,8,25,74,54,False,False,339,False,False,1,False,False,4800,False,False,25,False,False,8,False,False,25,False,False,False,False,construction_tools_construction,matched,construction_tools_construction,False,False,False,False,False,False
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54,463,1,700,40,20,20,75,54,False,False,463,False,False,1,False,False,700,False,False,40,False,False,20,False,False,20,False,False,False,False,pet_shop,matched,pet_shop,False,False,False,False,False,False
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40,1469,3,1050,18,21,27,76,40,False,False,1469,False,False,3,False,False,1050,False,False,18,False,False,21,False,False,27,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
278b3c6462e86b4556b99989513ddf73,eletroportateis,58,587,3,350,20,20,20,77,58,False,False,587,False,False,3,False,False,350,False,False,20,False,False,20,False,False,20,False,False,False,False,small_appliances,matched,small_appliances,False,False,False,False,False,False
0d009643171aee696f4733340bc2fdd0,perfumaria,52,150,1,422,21,16,18,78,52,False,False,150,False,False,1,False,False,422,False,False,21,False,False,16,False,False,18,False,False,False,False,perfumery,matched,perfumery,False,False,False,False,False,False
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51,484,1,317,19,13,16,79,51,False,False,484,False,False,1,False,False,317,False,False,19,False,False,13,False,False,16,False,False,False,False,watches_gifts,matched,watches_gifts,False,False,False,False,False,False
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39,430,1,16400,63,66,56,80,39,False,False,430,False,False,1,False,False,16400,False,False,63,False,False,66,False,False,56,False,False,False,False,agro_industry_and_commerce,matched,agro_industry_and_commerce,False,False,False,False,False,False
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22,1313,1,938,29,22,23,81,22,False,False,1313,False,False,1,False,False,938,False,False,29,False,False,22,False,False,23,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
3569d4374a919941a50f57371b1dc93d,beleza_saude,37,1168,1,2700,21,16,31,82,37,False,False,1168,False,False,1,False,False,2700,False,False,21,False,False,16,False,False,31,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39,1146,1,1750,30,18,30,83,39,False,False,1146,False,False,1,False,False,1750,False,False,30,False,False,18,False,False,30,False,False,False,False,bed_bath_table,matched,bed_bath_table,False,False,False,False,False,False
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42,671,1,3850,29,12,24,84,42,False,False,671,False,False,1,False,False,3850,False,False,29,False,False,12,False,False,24,False,False,False,False,garden_tools,matched,garden_tools,False,False,False,False,False,False
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49,460,2,267,17,13,17,85,49,False,False,460,False,False,2,False,False,267,False,False,17,False,False,13,False,False,17,False,False,False,False,perfumery,matched,perfumery,False,False,False,False,False,False
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59,2367,3,16200,55,40,40,86,59,False,False,2367,False,False,3,False,False,16200,False,False,55,False,False,40,False,False,40,False,False,False,False,musical_instruments,matched,musical_instruments,False,False,False,False,False,False
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54,381,2,1400,38,9,27,87,54,False,False,381,False,False,2,False,False,1400,False,False,38,False,False,9,False,False,27,False,False,False,False,bed_bath_table,matched,bed_bath_table,False,False,False,False,False,False
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50,607,1,6450,100,10,11,88,50,False,False,607,False,False,1,False,False,6450,False,False,100,False,False,10,False,False,11,False,False,False,False,bed_bath_table,matched,bed_bath_table,False,False,False,False,False,False
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59,1750,3,2300,105,3,70,89,59,False,False,1750,False,False,3,False,False,2300,False,False,105,False,False,3,False,False,70,False,False,False,False,furniture_decor,matched,furniture_decor,False,False,False,False,False,False
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55,163,2,300,25,8,18,90,55,False,False,163,False,False,2,False,False,300,False,False,25,False,False,8,False,False,18,False,False,False,False,computers_accessories,matched,computers_accessories,False,False,False,False,False,False
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43,101,1,600,50,10,12,91,43,False,False,101,False,False,1,False,False,600,False,False,50,False,False,10,False,False,12,False,False,False,False,sports_leisure,matched,sports_leisure,False,False,False,False,False,False
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60,2497,1,3600,20,20,20,92,60,False,False,2497,False,False,1,False,False,3600,False,False,20,False,False,20,False,False,20,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60,1146,6,150,20,24,33,93,60,False,False,1146,False,False,6,False,False,150,False,False,20,False,False,24,False,False,33,False,False,False,False,health_beauty,matched,health_beauty,False,False,False,False,False,False
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57,900,4,400,16,4,11,94,57,False,False,900,False,False,4,False,False,400,False,False,16,False,False,4,False,False,11,False,False,False,False,sports_leisure,matched,sports_leisure,False,False,False,False,False,False
64c8f1a52b407d92518a1f8b79240a70,telefonia,49,319,1,100,18,6,11,95,49,False,False,319,False,False,1,False,False,100,False,False,18,False,False,6,False,False,11,False,False,False,False,telephony,matched,telephony,False,False,False,False,False,False
af16005fca813272caf59c432153949e,moveis_decoracao,55,1186,2,800,53,8,20,96,55,False,False,1186,False,False,2,False,False,800,False,False,53,False,False,8,False,False,20,False,False,False,False,furniture_decor,matched,furniture_decor,False,False,False,False,False,False
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58,703,6,5250,47,19,23,97,58,False,False,703,False,False,6,False,False,5250,False,False,47,False,False,19,False,False,23,False,False,False,False,auto,matched,auto,False,False,False,False,False,False
d8a405c732027a2af3187b031890933d,automotivo,50,361,1,200,35,4,26,98,50,False,False,361,False,False,1,False,False,200,False,False,35,False,False,4,False,False,26,False,False,False,False,auto,matched,auto,False,False,False,False,False,False
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58,899,2,335,17,11,12,99,58,False,False,899,False,False,2,False,False,335,False,False,17,False,False,11,False,False,12,False,False,False,False,watches_gifts,matched,watches_gifts,False,False,False,False,False,False
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49,701,1,1300,50,12,12,100,49,False,False,701,False,False,1,False,False,1300,False,False,50,False,False,12,False,False,12,False,False,False,False,bed_bath_table,matched,bed_bath_table,False,False,False,False,False,False
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47,1405,3,150,35,2,25,101,47,False,False,1405,False,False,3,False,False,150,False,False,35,False,False,2,False,False,25,False,False,False,False,furniture_decor,matched,furniture_decor,False,False,False,False,False,False
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59,504,3,367,16,4,11,102,59,False,False,504,False,False,3,False,False,367,False,False,16,False,False,4,False,False,11,False,False,False,False,computers_accessories,matched,computers_accessories,False,False,False,False,False,False
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57,276,4,250,16,2,11,103,57,False,False,276,False,False,4,False,False,250,False,False,16,False,False,2,False,False,11,False,False,False,False,watches_gifts,matched,watches_gifts,False,False,False,False,False,False
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46,287,1,8500,75,25,55,104,46,False,False,287,False,False,1,False,False,8500,False,False,75,False,False,25,False,False,55,False,False,False,False,furniture_decor,matched,furniture_decor,False,False,False,False,False,False
c18c01e09509a509e2b88d3ed40c580e,bebes,46,1039,1,2150,42,25,15,105,46,False,False,1039,False,False,1,False,False,2150,False,False,42,False,False,25,False,False,15,False,False,False,False,baby,matched,baby,False,False,False,False,False,False
a41e356c76fab66334f36de622ecbd3a,,,,,650,17,14,12,106,,True,False,,True,False,,True,False,650,False,False,17,False,False,14,False,False,12,False,False,False,False,,missing,Unknown category,True,False,False,False,False,False
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56,663,4,150,16,5,11,107,56,False,False,663,False,False,4,False,False,150,False,False,16,False,False,5,False,False,11,False,False,False,False,sports_leisure,matched,sports_leisure,False,False,False,False,False,False
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39,170,1,650,27,10,22,108,39,False,False,170,False,False,1,False,False,650,False,False,27,False,False,10,False,False,22,False,False,False,False,bed_bath_table,matched,bed_bath_table,False,False,False,False,False,False
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53,794,4,2700,20,26,32,109,53,False,False,794,False,False,4,False,False,2700,False,False,20,False,False,26,False,False,32,False,False,False,False,small_appliances,matched,small_appliances,False,False,False,False,False,False
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56,414,1,1200,23,22,16,110,56,False,False,414,False,False,1,False,False,1200,False,False,23,False,False,22,False,False,16,False,False,False,False,housewares,matched,housewares,False,False,False,False,False,False
